asset_id,session_num,session_title,session_date,statement_idx,speaker_affiliation_code,speaker_affiliation_name,speaker_name,speaker_function,speaker_group,paragraph_idx,sentence_idx,text
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,1,1,We meet today to set out our understanding of the task before us and to engage with you on how we can best work together to complete it successfully.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,1,2,"While we have some initial thoughts on how we might proceed, today is not about prescribing a roadmap."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,1,3,"It is about listening, taking stock of your perspectives, and beginning to build a common understanding of the way forward."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,1,4,"Mandates derive from the will of Member States, and it is vital that all delegations have the opportunity to contribute."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,0,"We are therefore committed to proceeding in a manner that is fully open, transparent and inclusive, ensuring that the Working Group reflects the the broadest possible participation and ownership."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,1,"At the same time, we are mindful of the Assembly's clear instruction that we must strive for consensus as we begin to prepare a program of work and plan our way forward."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,2,We are eager to hear from you so that we can be sure that our proposed approach aligns with the needs and wishes of the membership.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,3,"We also recognize the many demands on delegations, particularly smaller missions, in the months ahead."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,4,"And for this reason we see value in beginning with a Discovery Phase A period of wide consultations to gather perspectives, to clarify priorities and to build shared understandings."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,3,0,This will allow us to develop a package of principles and follow up actions that could form the basis an agreed outcome.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,3,1,This phase will be fully open and inclusive and organized in a way that is sensitive to the competing demands on delegation's time.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,3,2,"We will also draw on the best data analysis and expertise available, including through active support from the Secretariat."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,3,3,And we thank the Under Secretary General for his firm commitment in this regard.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,3,4,It is also clear to us that there are many outside the Working Group who wish to contribute ideas for our collective consideration.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,4,0,We welcome this and will facilitate it as part of the Working Group process while preserving the Member State driven nature of our discussions.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,4,1,"We will aim to complete this phase in time to report back to the membership by the 15th of December in line with the Assembly's request, before moving into a production phase to finalize outcomes by March 2026."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",1,IAHWG,IAHWG,Brian Wallace,Co-Chair,,4,2,"With that, I now pass the floor to Ambassador Schwargov for some additional comments."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,0,0,Thank you Ambassador Wallace and good morning everybody.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,0,1,President of the General Assembly Under Secretary General Guy Ryder and all of our colleagues.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,1,0,It's so great to see so many of you here this morning.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,1,1,The General assembly has given us clear direction.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,1,2,"We are tasked with identifying principles and follow up actions to improve the creation, delivery and review of mandates."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,1,3,The Secretary General's report on the Mandate Implementation Review provides a useful starting point for these discussions.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,1,4,It provides a number of proposed solutions and follow up actions for for implementation by the UN Secretariat in support of Member States.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,2,0,We will invite the UN Secretariat to provide the Working Group with updates on implementation of those proposals that sit within their authority at appropriate moments during this process.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,2,1,"The report also proposes a range of actions that Member States could take to enhance mandate design, improve mandate delivery and support mandate Review as you engage in the Working Group, we would welcome your feedback on these proposals, focusing on those actions which you consider most important to progress and or those where Member States could achieve some quick wins."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,2,2,We also understand that Working Group members will also have ideas of their own on concrete actions we can take beyond those proposed in the Report.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,2,3,We encourage you to bring these to the consideration of this Working Group.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,3,0,Let us also assure you that we have learned many lessons from the last mandate review almost 20 years ago.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,3,1,One of the key findings of that process was the impossibility of trying to have a Working Group such as this make judgments on individual mandates.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,3,2,"As Co Chairs, we intend to focus our attention at the system level."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,3,3,We will not be considering individual mandates in this Working Group.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,3,4,"Further, as Co Chairs, we think it will be important to focus on the future so that we can be more effective and efficient with with limited resources."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,4,0,We want to hear from you what that future might look like.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,4,1,"How can Member States, who are responsible for the adoption of mandates, be more effective and more efficient in future?"
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,4,2,"What principles should underpin how we work together as Member States to strengthen the impact of the United nations, to improve delivery across all pillars of of our work?"
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,4,3,And what principles should underpin our partnership with the Secretariat going forward?
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,4,4,"As Co Chairs, we do not intend to prejudge what the outputs of the Working Group should be or what form these might take, although we can imagine a scenario where they might involve a combination of different elements."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,5,0,This is for the Working Group members to determine together.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,5,1,We want to hear from you today and in the coming weeks about your desired level of ambition and what good might look like in terms of our outputs.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,5,2,"We hope to forge consensus amongst Working Group members on some principles to underpin how we collectively keep better sight of the overall mandate landscape, how we deal with duplication and overlap between mandates and what we do with mandates which might have outlived their original purpose."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,5,3,"We will be asking you how we can mitigate the unreasonable burden these aggregated instructions place on us as Member States and on the UN system, as well as what principles might underpin the creation of mandates that translate into clearer, fairer and more sustainable resource allocations."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,5,4,"We will also need to consider how any principles and actions we agree should be applied in practice, including in relation to mandates originating in UN bodies outside of New York."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",2,IAHWG,IAHWG,Carolyn Schwalger,Co-Chair,,6,0,"With that, I would now like to pass the floor to my Co Chair, Ambassador Wallace, to outline our thinking on the relationship between the Mandate process and the wider UN80 initiative process process."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,0,0,"Ambassador, thank you so much."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,0,1,Co Chair.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,1,0,We acknowledge that this process will unfold in parallel with the other UN 80 work streams on operational efficiencies and structural and programmatic changes.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,1,1,"We will therefore remain attentive to developments across the Initiative, while keeping our focus firmly on the mandate provided to this Group Group by the General Assembly."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,1,2,"Across all of our endeavors, we will be guided by the shared aspiration of the membership for a more effective and efficient United Nations."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,1,3,"The issues before us are significant, representing our collective strategic vision and operational expectations of the UN as a whole."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,1,4,"This is why at this stage, engagement at the level of permanent representatives is especially important."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,0,The political vision and strategic direction you bring will provide the compass by which this process is steered.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,1,"With the expertise of colleagues to follow in due course as our work becomes more technical, colleagues as co chairs, we know the discussions ahead of us will be demanding and complex."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,2,"However, it is with optimism and conviction that we believe this Working Group provides an excellent opportunity to improve how the United nations delivers for the communities we serve."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,3,"The strength of this Working Group will not lie in a document or a deadline, but in the quality of dialogue we foster together."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,2,4,"If we succeed in creating a space that is constructive, candid and forward looking, we will have laid the foundation not only for this process, but for a stronger multilateral system."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,3,0,Let us therefore seize this moment with a sense of common purpose and shared responsibility.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,3,1,The United nations belongs to all of us and together we can ensure that it is equipped to meet the demands of today and the aspirations of tomorrow.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,3,2,We thank you for the trust you have placed in us.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",3,IAHWG,IAHWG,Brian Wallace,Co-Chair,,3,3,"I now give the floor to the President of the General Assembly, Her Excellency Annalina Baerbock."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,0,0,"Thank you, Excellencies, ladies and gentlemen, I'm pleased to join this inaugural meeting of the informal Ad hoc Working Group on the Mandate Implementation review under the UNAT initiative."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,1,0,"And I thank His Excellency, Mr. Brian Wallace, Permanent Representative of Jamaica, and Her Excellency, Ms. Carlene Schwalger, Permanent Representative of New Zealand, for their leadership and for bringing us together today."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,1,1,I would like to also thank the Co Chairs of the revitalization process from Romania and South Africa.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,1,2,We have worked also closely together and this is an outcome of your excellent work.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,1,3,So thank you very much.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,1,4,"And I think the presence today underlines the importance of this Working group because we are living, as we have heard, in challenging times and therefore also all of us as General assembly, do have a special responsibility in this process to take forward the Secretary General's report on mandate implementation, to distill guiding principles and to chart the next step that will make our mandates clearer, more effective and more accountable."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,2,0,"Underlining that it's not only paper, but that it's really implementation which matters."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,2,1,"It builds on the dialogues begun last session by my predecessor, President Philemon Yang, and takes us to the next steps in this process."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,2,2,And I'm also thankful to him and his team team for keeping me fully informed during the transition period.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,2,3,And I intend to build upon their efforts and their open door.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,2,4,I would like to also underline that this process of us as the General assembly is obviously part of the heart of the UNAD process on the adapting this organization for the 21st century.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,3,0,"Ensuring that our institution, that we are really fit for the future, that we really deliver as an institution on the efficiency level but also on the state of art level, like other institutions around the world."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,3,1,"And therefore, I would like to recall the three themes of the UN80 process."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,3,2,"Guy Raider will definitely go deeper into it, but I think it's good, good to have it always in mind when we speak about the mandates."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,3,3,"First, to sharpen the efficiency, which includes cutting bureaucracy, reducing cost."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,3,4,We have learned altogether what every minute costs here and making smarter use of our global presence.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,4,0,"Second is the mandate review itself, ensuring the many tasks entrusted to the UN remain focused and relevant."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,4,1,"And third, consider the system as a whole, drawing on the first two streams to assess whether deeper structural or programmatic changes are needed."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,4,2,"So colleagues, in my opening address I spoke explicitly about this make it or break it moment, that this mandate review process is part of it, whether we make it or we break it."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,4,3,"And therefore, I believe and would like to underline what the co chairs have said, that we should take up this topic with a positive spirit, that we together can actually make it."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,4,4,And that UN80 is not just an exercise in reform for reform itself.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,5,0,"Definitely not a cut cutting exercise for just cutting cost, but it's a chance for us to make this institution better and stronger together."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,5,1,It is a chance to prove that the UN can deliver more effectively and accountably for the people and it serves.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,5,2,And the mandate review is an essential component of this because this is about us.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,5,3,"This is where we as Member States, you and we as a GA in general can show that we are delivering, that we are leading by good examples ourselves."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,5,4,Less than two weeks in office and already five mandate events plus two additional high level events are on the agenda next week.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,6,0,"So I for myself tasked myself to always think with every new mandate and every session I chair, what could I learn for the future, to make it in the future more effective and more accountable to the people."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,6,1,"Because I believe that the organization cannot continue to layer more mandates on top of old ones, but has to focus on delivery efficiency and effectiveness."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,6,2,And therefore I would like to give you a very small example.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,6,3,"When we were preparing for now the upcoming high Level Speak week, like the ceremonial event on Monday, the Beijing platform based on resolutions and people told me, especially the Secretariat, every minute counts, it costs thousands of euro, but."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,6,4,But then I have a resolution saying you should put 16 speakers in one hour.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,7,0,So this doesn't work at all.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,7,1,But I cannot do anything about it because it's in there in the resolution.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,7,2,"So I think looking really at this tiny examples where we can save a lot of money but also reflect all the time, not we've done it always like it always the speaker from there and there and there and there."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,7,3,But just reflect how we can learn also from the past.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,7,4,"So definitely this is not an easy undertaking because everybody loves their darlings and this is I think also something which we could reflect to look really when we are presenting things, how we can lead by good examples."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,8,0,"Again, I'd like to underline what the co chairs have said."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,8,1,"Obviously it's not about now and the past, but looking for the future which also gives us strength that we can deliver on this very challenging timetable."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,8,2,In this regard I applaud you of the timetable.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,8,3,"Yes, it's ambitious."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,8,4,"I've heard already that some people say it might be a bit too ambitious, but I would say if it would be easy then others could do the job."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,9,0,So we work on that one together so that we can deliver as best as we can.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,9,1,"My office, the OPGA will support wherever support is needed."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,9,2,Also on transparency because obviously trust is the base for the work here together.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,9,3,So on this note I'm pleased that we were able to provide last minute also the public support for this discussion today and we are keen of keeping this transparency and the support also in the future.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,9,4,So thank you very much for the exchange today and I'm really looking forward of working together.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,10,0,"On that one last mentioning, I would like to say I think it's of highest importance that this does not only stay in the room, but this is really taking up to senior level engagements."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,10,1,"So with the high level week ahead, please prepare every head of State and minister visiting the PGA that I will double check if they have heard about UNAT before and the mandate review because obviously it is also an opportunity where we can show all together that we are not only working here together in New York, but also in the capitals in this regard."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,10,2,"Looking forward to a great hey, Labor Week and also to a great working group."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",4,GA,GA,Annalena Baerbock,PGA,,10,3,Thank you.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",5,IAHWG,IAHWG,,Co-Chair,,0,0,I thank the President.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",5,IAHWG,IAHWG,,Co-Chair,,1,0,"We have also requested Mr. Guy Ryder, under Secretary General for Policy in the Executive Office of the Secretary General to deliver some remarks on the support he and his team will be providing to this process."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",5,IAHWG,IAHWG,,Co-Chair,,1,1,I now give the floor to the Under Secretary General.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",6,UN Secretariat,UN Secretariat,Guy Ryder,USG Policy,,0,0,"Thank you very much, President of the 80th session of the General Assembly."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",6,UN Secretariat,UN Secretariat,Guy Ryder,USG Policy,,0,1,Co Chairs of this informal ad hoc working group.
